id,lon,lat
1662570392758458,-122.12777000909786,37.452945366334525
1662570392861620,-122.12779422606152,37.45295965113229
1662570392959571,-122.12781852979788,37.452973979944794
1662570393060184,-122.12784281908354,37.452988278716724
1662570393160949,-122.12786706734742,37.45300256488497
1662570393261511,-122.12789137969392,37.45301683202289
1662570393361981,-122.12791566347381,37.453031224925006
1662570393462578,-122.12794008618408,37.453045644682184
1662570393565035,-122.12796457652925,37.453060048670594
1662570393663530,-122.12798896758257,37.45307460425421
1662570393753982,-122.12801337551564,37.453089227050036
1662570393854598,-122.12803799969807,37.453103872313456
1662570393955088,-122.12806259501907,37.45311855307499
1662570394067513,-122.12808728392865,37.45313329192831
1662570394156341,-122.12811209046073,37.45314800770653
1662570394256761,-122.12813703941472,37.45316276511367
1662570394357243,-122.12816205817619,37.45317771120146
1662570394457805,-122.1281871116747,37.4531927504459
1662570394558565,-122.12821230844547,37.45320781886543
1662570394659088,-122.1282376506913,37.453222890495034
1662570394759406,-122.1282631245429,37.45323799437874
1662570394865273,-122.12828876894683,37.45325313873533
1662570394960896,-122.12831453765743,37.45326842269009
1662570395062104,-122.12834039928079,37.45328385442234
1662570395161773,-122.12836638545909,37.453299239855546
1662570395262661,-122.12839235977341,37.45331469698148
1662570395362975,-122.12841844658931,37.45333018383523
1662570395463333,-122.12844465483457,37.45334580391462
1662570395553771,-122.12847106948483,37.45336158919704
1662570395654692,-122.12849774880992,37.45337740418652
1662570395755071,-122.12852460489216,37.45339325507219
1662570395855485,-122.12855143350508,37.45340924481123
1662570395956210,-122.12857830561127,37.45342530244806
1662570396056810,-122.12860524018036,37.453441234331706
1662570396157161,-122.12863218474251,37.4534572772664
1662570396257755,-122.12865920053397,37.45347333050319
1662570396358282,-122.12868632194193,37.45348937947772
1662570396458761,-122.12871327815321,37.45350578191264
1662570396559400,-122.12874046126055,37.45352193860123
1662570396659961,-122.12876754585012,37.4535383312686
1662570396760658,-122.12879479153597,37.45355468424944
1662570396861023,-122.12882224637207,37.45357094697992
1662570396961584,-122.12884980394593,37.45358733028134
1662570397062281,-122.12887762320717,37.45360377197296
1662570397162702,-122.12890552988732,37.453620297770144
1662570397263399,-122.12893343363405,37.453636888350765
1662570397365256,-122.12896147705818,37.45365359072978
1662570397454273,-122.1289895975043,37.45367042965419
1662570397555397,-122.12901803719225,37.45368722077133
1662570397655308,-122.12904673810813,37.45370407156053
1662570397756044,-122.1290755746728,37.453720907746245
1662570397857085,-122.12910451639227,37.45373792190078
1662570397958257,-122.12913328457076,37.45375536330124
1662570398057615,-122.12916240289412,37.4537726571815
1662570398158317,-122.12919159260285,37.45378986845165
1662570398258737,-122.12922086675245,37.45380716344038
1662570398359182,-122.12925020429685,37.45382463163743
1662570398459763,-122.12927956070634,37.45384213983906
1662570398560425,-122.12930884478305,37.45385975043526
1662570398660938,-122.12933835125973,37.453877173780626
1662570398761667,-122.12936782752811,37.45389462336583
1662570398889970,-122.12939731626443,37.45391216869294
1662570398964252,-122.12942678609102,37.453929679934745
1662570399063004,-122.12945618003651,37.45394740015863
1662570399177133,-122.1294858275226,37.453964920940706
1662570399253956,-122.12951534793464,37.45398259186863
1662570399355671,-122.12954489674743,37.45400030984008
1662570399455105,-122.1295746207876,37.45401790888374
1662570399555612,-122.12960417390889,37.454035556659605
1662570399656326,-122.12963378869755,37.45405317466938
1662570399756874,-122.12966343217383,37.454070602038115
1662570399858255,-122.12969304142277,37.45408806364417
1662570399957837,-122.1297227387414,37.454105705071285
1662570400058631,-122.1297523930072,37.454123428111856
1662570400158971,-122.12978204534393,37.45414107990656
1662570400260073,-122.12981168710724,37.454158731176136
1662570400359991,-122.12984129450537,37.45417627618831
1662570400460577,-122.12987053357213,37.45419394041422
1662570400561036,-122.12989981428133,37.45421137598547
1662570400661616,-122.1299289700429,37.45422884738272
1662570400762788,-122.12995802679183,37.45424644083116
1662570400863161,-122.12998739026511,37.45426380310773
1662570400963442,-122.13001632168718,37.45428121134373
1662570401063990,-122.13004550755073,37.45429848476843
1662570401154349,-122.13007488126811,37.45431588330863
1662570401254659,-122.1301041539797,37.45433326432816
1662570401355247,-122.13013297704971,37.454350671883994
1662570401455784,-122.13016172212961,37.45436809279736
1662570401556505,-122.13019059714775,37.45438541637432
1662570401657105,-122.1302196174157,37.45440254619795
1662570401757603,-122.13024874425903,37.45441953054716
1662570401857963,-122.13027781438723,37.454436594144774
1662570401959639,-122.13030679337433,37.45445364097247
1662570402059861,-122.13033567458571,37.454470720784855
1662570402159851,-122.13036460665334,37.45448772477125
1662570402285889,-122.13039351259337,37.454504679418775
1662570402360702,-122.13042237378397,37.45452151703513
1662570402461481,-122.13045139370699,37.45453834373406
1662570402561755,-122.13048026141534,37.45455518979389
1662570402662521,-122.13050906861544,37.454572036364056
1662570402762921,-122.1305380379459,37.45458870596914
1662570402863655,-122.1305670142349,37.45460527330255
1662570402954178,-122.13059594359544,37.45462181739521
1662570403054578,-122.13062474672031,37.45463834153979
1662570403155067,-122.13065353851859,37.45465488878746
1662570403255716,-122.13068237791113,37.45467136086729
1662570403356148,-122.13071111100568,37.454687827378585
1662570403457725,-122.1307399162504,37.454704064261485
1662570403557322,-122.13076869653918,37.45472017122682
1662570403657992,-122.13079751413063,37.45473626558788
1662570403758343,-122.13082621516062,37.454752360318174
1662570403858876,-122.1308549660617,37.454768379765106
1662570403959464,-122.13088371434934,37.454784357936354
1662570404060057,-122.13091236871354,37.45480033865834
1662570404160524,-122.13094101424035,37.45481621874662
1662570404261174,-122.13096965913772,37.45483203830269
1662570404362374,-122.13099829801138,37.45484778499757
1662570404462383,-122.13102692031367,37.45486346185671
1662570404562961,-122.13105555097694,37.45487910199259
1662570404676549,-122.13108418108673,37.45489466798044
1662570404764262,-122.13111285662218,37.45491016637476
1662570404854334,-122.13114152193062,37.454925654622336
1662570404954959,-122.13117011656439,37.45494104999244
1662570405056708,-122.13119867231221,37.454956519000824
1662570405156159,-122.13122728308345,37.45497188591527
1662570405257569,-122.13125586338259,37.45498719347575
1662570405357364,-122.13128448010244,37.45500248973063
1662570405457697,-122.13131317258093,37.455017835675704
1662570405558466,-122.131341780503,37.45503321743304
1662570405658898,-122.13137034617773,37.45504864587667
1662570405759476,-122.13139903117946,37.45506406752773
1662570405860136,-122.13142772288097,37.455079514463236
1662570405960378,-122.1314564042953,37.455095051823704
1662570406061038,-122.13148513646654,37.45511067262313
1662570406161506,-122.13151392869649,37.45512634005076
1662570406263178,-122.13154267174939,37.455142084305905
1662570406362629,-122.13157144218533,37.45515782195088
1662570406463174,-122.13160026079689,37.455173534469274
1662570406563876,-122.13162909216221,37.45518933263446
1662570406654308,-122.13165793137668,37.45520510166223
1662570406754749,-122.1316867460727,37.45522090280905
1662570406855471,-122.13171545279839,37.45523672357897
1662570406955853,-122.13174411084236,37.455252579638355
1662570407056604,-122.13177263634714,37.45526850370331
1662570407157304,-122.13180105765954,37.45528440685001
1662570407257860,-122.1318294316065,37.4553003187558
1662570407400485,-122.13185773817894,37.45531624365128
1662570407458701,-122.13188615356167,37.455332067731284
1662570407559211,-122.13191431130659,37.455347865417764
1662570407659861,-122.13194227552988,37.45536371722102
1662570407760714,-122.13197019020737,37.45537960539002
1662570407860750,-122.13199810606399,37.45539554811967
1662570407961438,-122.13202598843286,37.45541143646158
1662570408062295,-122.13205380374453,37.455427346776155
1662570408162799,-122.13208165126518,37.4554433834123
1662570408262904,-122.13210942870903,37.45545942178285
1662570408363567,-122.13213702481379,37.45547538238143
1662570408456687,-122.132164596656,37.455491367136595
1662570408554395,-122.13219212325406,37.455507388736066
1662570408654964,-122.13221956518363,37.455523504755455
1662570408755470,-122.13224695047428,37.455539635749886
1662570408856002,-122.1322742969983,37.455555738227865
1662570408956502,-122.13230162262431,37.455571980240705
1662570409057947,-122.1323288816404,37.45558803996458
1662570409157904,-122.13235614460683,37.45560417799961
1662570409258335,-122.1323833441227,37.45562036010881
1662570409358726,-122.1324105238404,37.45563657552418
1662570409460257,-122.13243779279348,37.45565283512015
1662570409559997,-122.13246505286439,37.45566902689012
1662570409660706,-122.13249235202939,37.45568518683609
1662570409779897,-122.13251965403812,37.45570136945819
1662570409861377,-122.13254704318759,37.455717586111675
1662570409962367,-122.13257449583838,37.455733772300256
1662570410062691,-122.13260200886297,37.455749965127204
1662570410163254,-122.1326295627837,37.45576619717856
1662570410264757,-122.13265721270395,37.455782455122346
1662570410354835,-122.13268494485393,37.455798750089556
1662570410454830,-122.13271257938523,37.45581505221722
1662570410555176,-122.13274031213157,37.45583139125765
1662570410655960,-122.1327681369404,37.45584777000433
1662570410756761,-122.13279604342118,37.45586417965535
1662570410857007,-122.13282395234448,37.45588063805265
