id,lon,lat
1662570410957591,-122.13285181836983,37.45589711008473
1662570411058086,-122.13287970915995,37.455913601954805
1662570411169978,-122.13290767864122,37.45593011974408
1662570411259073,-122.13293571689508,37.4559466167868
1662570411359564,-122.13296371000924,37.45596323373442
1662570411460174,-122.1329916901159,37.45597989633329
1662570411561151,-122.1330196398378,37.45599659159616
1662570411698579,-122.13304763259654,37.45601330199175
1662570411762713,-122.1330756789443,37.456030029018976
1662570411866525,-122.13310377764302,37.456046687968204
1662570411962952,-122.13313191844158,37.45606341708836
1662570412063196,-122.13316010017415,37.456080145706224
1662570412177774,-122.13318832544606,37.45609683680304
